AreaType,AreaCodeName,01/07/2012_DASR,01/07/2012_lower95CI,01/07/2012_upper95CI,01/10/2012_DASR,01/10/2012_lower95CI,01/10/2012_upper95CI,01/01/2013_DASR,01/01/2013_lower95CI,01/01/2013_upper95CI,01/04/2013_DASR,01/04/2013_lower95CI,01/04/2013_upper95CI,01/07/2013_DASR,01/07/2013_lower95CI,01/07/2013_upper95CI,01/10/2013_DASR,01/10/2013_lower95CI,01/10/2013_upper95CI,01/01/2014_DASR,01/01/2014_lower95CI,01/01/2014_upper95CI,01/04/2014_DASR,01/04/2014_lower95CI,01/04/2014_upper95CI,01/07/2014_DASR,01/07/2014_lower95CI,01/07/2014_upper95CI,01/10/2014_DASR,01/10/2014_lower95CI,01/10/2014_upper95CI,01/01/2015_DASR,01/01/2015_lower95CI,01/01/2015_upper95CI,01/04/2015_DASR,01/04/2015_lower95CI,01/04/2015_upper95CI,01/07/2015_DASR,01/07/2015_lower95CI,01/07/2015_upper95CI,01/07/2015_DASR,01/07/2015_lower95CI,01/07/2015_upper95CI,01/01/2016_DASR,01/01/2016_lower95CI,01/01/2016_upper95CI,01/04/2016_DASR,01/04/2016_lower95CI,01/04/2016_upper95CI,01/07/2016_DASR,01/07/2016_lower95CI,01/07/2016_upper95CI,01/10/2016_DASR,01/10/2016_lower95CI,01/10/2016_upper95CI
MSOA,E02002340,4494.0533,3972.4094,5064.8094,4571.8636,4046.9274,5145.6589,4519.1211,3997.9079,5089.0311,4536.2731,4015.3733,5105.6563,4675.9781,4144.9921,5255.8355,4844.2623,4309.7064,5426.5409,4997.0352,4453.9267,5587.8069,4939.9195,4398.1406,5529.6503,5112.5492,4560.2848,5712.8773,5212.7112,4658.1989,5814.8556,5338.361,4778.1308,5946.0298,5445.7991,4877.8977,6061.3418,5460.7125,4893.7772,6074.9897,5438.3157,4872.5945,6051.3497,5545.3355,4972.3259,6165.9044,5584.3106,5010.6121,6205.3405,5481.4859,4919.9737,6089.1865,5536.459,4974.3321,6144.4186
MSOA,E02002341,4673.326,4210.6973,5172.4693,4669.7765,4208.0027,5167.9975,4637.294,4177.7507,5133.1582,4562.3532,4107.569,5053.3312,4640.5887,4184.4085,5132.5791,4681.045,4224.1154,5173.5526,4749.2507,4288.5148,5245.6243,4843.7108,4379.9072,5342.9266,4863.969,4398.941,5364.3668,4983.0049,4513.1737,5488.0811,5093.0486,4618.626,5602.5431,5261.6919,4780.5305,5777.7979,5269.2357,4788.408,5784.9029,5299.2146,4816.8434,5816.4565,5283.9582,4801.7896,5801.1039,5189.6631,4625.9086,5802.3195,5171.3232,4698.7742,5678.1913,5151.7333,4679.8449,5657.9728
MSOA,E02002342,3727.2678,3279.4014,4218.7555,3719.9376,3272.6232,4210.8195,4458.5576,3774.798,5229.614,3849.5394,3392.1144,4350.7987,3933.9571,3470.4552,4441.3522,4170.2278,3693.6677,4690.4887,4186.1948,3707.6582,4708.5332,4178.1214,3698.8434,4701.4304,4191.3049,3708.4684,4718.6635,4218.388,3734.0431,4747.1477,4089.6416,3610.7302,4613.5552,4079.7768,3605.266,4598.7057,4251.7878,3766.9478,4781.088,4276.9215,3790.1718,4808.2248,4342.8231,3850.6127,4879.7611,4334.5913,3846.6419,4866.8013,4388.3388,3899.8752,4920.5628,4357.3174,3872.9879,4884.9611
MSOA,E02002343,4482.6503,3918.6908,5103.8246,4487.4864,3925.7504,5105.9587,4484.4521,3917.9731,5108.66,4483.8289,3925.3735,5098.441,4602.2963,4034.3698,5226.7149,4823.3173,4247.8003,5454.0958,4922.0709,4342.2188,5556.942,5083.4167,4494.1601,5727.5191,5184.8187,4590.9982,5833.0929,5141.0698,4550.538,5786.0542,5172.6677,4581.8368,5817.6781,5169.0587,4578.5468,5813.6219,5131.9718,4547.2452,5770.2201,5195.2647,4605.5035,5838.7147,5252.6983,4662.7072,5895.8255,5199.0706,4612.9911,5838.2167,5217.7856,4631.45,5857.0219,5215.9928,4632.0922,5852.3882
MSOA,E02002344,4542.2382,4086.8955,5034.0224,4706.8837,4244.1038,5205.8939,4767.7856,4303.0773,5268.5816,4774.176,4307.4801,5277.2589,4748.6301,4279.592,5254.6382,4888.8467,4416.0958,5398.0212,4848.5295,4378.9708,5354.4084,4900.455,4430.3464,5406.5496,4993.9564,4519.4196,5504.4493,5037.0876,4561.8531,5548.1058,5056.1771,4581.1793,5566.7635,5092.1349,4614.0914,5605.9511,5094.1093,4616.299,5607.5433,5131.0736,4653.2077,5644.2659,5233.8874,4751.9457,5750.9942,5270.7186,4754.4828,5827.2039,5248.1952,4766.824,5764.567,5175.8747,4700.9621,5685.3183
MSOA,E02002345,3529.893,3081.0401,4025.2265,3650.0044,3191.6782,4155.1434,3842.2814,3359.9715,4373.8538,3833.2745,3364.6928,4348.3665,3913.9267,3438.7596,4435.9577,3910.0746,3435.9974,4430.8097,4005.8916,3527.6835,4530.3905,4075.0587,3591.6168,4605.0144,4117.2564,3634.3639,4645.968,4238.2789,3748.9851,4773.2006,4264.5097,3773.7668,4800.8431,4329.1782,3836.9791,4866.5123,4389.5917,3894.4647,4929.7112,4536.9382,4031.9473,5087.1702,4508.9574,4004.1513,5059.2276,4478.1294,3968.3081,5034.7876,4509.324,4007.5629,5056.1158,4389.0764,3895.481,4927.5251
MSOA,E02002346,4680.1091,4125.3483,5288.1383,4801.3084,4241.2208,5414.3325,5727.0312,4719.6955,6881.5264,4685.3518,4129.9236,5294.0058,4792.7063,4229.0579,5409.9414,4847.032,4282.2912,5464.9425,4999.2034,4424.0949,5627.6398,4946.2675,4366.1267,5580.8181,4968.7901,4394.8976,5595.9977,5056.2395,4478.5535,5687.0951,5042.0421,4467.1707,5669.824,5146.278,4567.0594,5778.036,5042.6769,4471.0145,5666.5698,5055.7039,4484.6388,5678.7559,5051.45,4480.4252,5674.5522,5024.1314,4454.2101,5646.1242,4946.479,4381.3907,5563.6738,4969.6128,4403.2438,5588.0138
MSOA,E02002347,6538.2315,5855.7709,7276.7463,6530.4576,5847.9612,7269.1777,6390.8905,5717.0467,7120.8323,6467.3669,5785.6241,7205.8654,6555.4867,5869.2244,7298.4519,6734.633,6040.3819,7485.3252,6761.5424,6066.0055,7513.4616,6885.1349,6183.6618,7642.8266,6931.1898,6227.59,7691.0204,6905.0137,6205.7545,7660.0786,6817.1304,6126.1113,7563.5303,7199.0595,6488.073,7965.4796,7246.5346,6535.6179,8012.5856,7359.106,6640.8589,8132.6192,7421.9942,6700.4724,8198.7472,7403.1948,6587.5638,8289.9282,7187.0955,6486.4878,7941.5419,7298.5423,6590.16,8061.15
MSOA,E02002348,4629.8058,4099.1434,5208.9527,4621.8063,4092.6059,5199.2698,4758.8012,4106.8618,5483.1175,4616.7597,4084.8791,5197.5038,4656.903,4121.1901,5241.6512,4582.98,4055.4703,5158.7742,4581.7744,4055.8807,5155.717,4671.2041,4144.3856,5245.3021,4667.3545,4142.0606,5239.7083,4766.9227,4238.1317,5342.436,4784.3068,4254.2708,5361.2553,4895.0046,4356.2206,5481.0723,5011.215,4468.4229,5600.9365,5111.6673,4563.6352,5706.5484,5046.123,4501.7399,5637.3438,5246.9342,4690.4535,5850.3155,5250.9312,4696.1876,5852.2124,5216.1507,4664.5095,5814.2125
MSOA,E02002349,4135.959,3595.0943,4733.6301,4301.6549,3751.5362,4908.218,4235.7218,3687.7436,4840.4453,4177.7349,3633.714,4778.8937,4331.8824,3782.9739,4936.6035,4425.9355,3868.1632,5039.9194,4349.3663,3799.1848,4955.3648,4518.0116,3959.7637,5131.6699,4391.3591,3846.4383,4990.7182,4355.9914,3816.7478,4948.8741,4381.9188,3840.0731,4977.5469,4439.8563,3897.3959,5035.4813,4311.4426,3777.7181,4898.3717,4343.6347,3810.6332,4929.4278,4432.248,3894.0661,5023.1752,4387.2431,3846.3489,4981.9406,4332.1984,3800.9249,4915.9806,4335.4959,3801.887,4921.9566
