AreaType,AreaCodeName,01/07/2012_DASR,01/07/2012_lower95CI,01/07/2012_upper95CI,01/10/2012_DASR,01/10/2012_lower95CI,01/10/2012_upper95CI,01/01/2013_DASR,01/01/2013_lower95CI,01/01/2013_upper95CI,01/04/2013_DASR,01/04/2013_lower95CI,01/04/2013_upper95CI,01/07/2013_DASR,01/07/2013_lower95CI,01/07/2013_upper95CI,01/10/2013_DASR,01/10/2013_lower95CI,01/10/2013_upper95CI,01/01/2014_DASR,01/01/2014_lower95CI,01/01/2014_upper95CI,01/04/2014_DASR,01/04/2014_lower95CI,01/04/2014_upper95CI,01/07/2014_DASR,01/07/2014_lower95CI,01/07/2014_upper95CI,01/10/2014_DASR,01/10/2014_lower95CI,01/10/2014_upper95CI,01/01/2015_DASR,01/01/2015_lower95CI,01/01/2015_upper95CI,01/04/2015_DASR,01/04/2015_lower95CI,01/04/2015_upper95CI,01/07/2015_DASR,01/07/2015_lower95CI,01/07/2015_upper95CI,01/07/2015_DASR,01/07/2015_lower95CI,01/07/2015_upper95CI,01/01/2016_DASR,01/01/2016_lower95CI,01/01/2016_upper95CI,01/04/2016_DASR,01/04/2016_lower95CI,01/04/2016_upper95CI,01/07/2016_DASR,01/07/2016_lower95CI,01/07/2016_upper95CI,01/10/2016_DASR,01/10/2016_lower95CI,01/10/2016_upper95CI
MSOA,E02002353,3771.6447,3208.8474,4401.1299,3949.2232,3371.5742,4593.7226,3988.6695,3411.5535,4631.8163,3941.0048,3369.7926,4577.7575,4154.1536,3549.6,4827.8772,4229.6437,3624.1216,4903.302,4186.7465,3585.4015,4856.1304,4241.8138,3634.1618,4917.6556,4195.7329,3596.8088,4861.6855,4157.3011,3564.0399,4816.7783,4022.171,3445.8482,4663.3444,4134.714,3546.8124,4788.0576,4230.7811,3636.1326,4890.7542,4275.5466,3669.5106,4947.8136,4412.3984,3800.7802,5090.011,4581.1085,3963.9826,5263.52,4486.2457,3878.621,5158.4647,4498.8958,3894.717,5166.8363
MSOA,E02002354,3542.9079,3121.5631,4004.1537,3633.1798,3208.222,4097.6166,3692.0055,3265.8724,4157.2153,3633.6811,3207.6821,4099.4056,3644.7845,3214.1477,4115.8096,3629.1635,3203.3632,4094.6708,3565.4574,3143.4715,4027.2497,3747.9949,3313.6975,4222.3386,3759.2538,3324.2395,4234.2326,3852.6844,3411.8127,4333.6185,3902.5101,3461.3337,4383.2105,4006.3714,3555.247,4497.6306,4023.8093,3569.5531,4518.6194,4015.4298,3563.1034,4508.0677,4022.6918,3569.9704,4515.6901,4091.5435,3621.8622,4603.9823,3878.2131,3440.2799,4354.9735,3903.8179,3467.9288,4377.9607
MSOA,E02002356,3431.114,3017.996,3884.5521,3420.3411,3009.9169,3870.6575,3537.9603,3040.486,4092.677,3527.6082,3109.3446,3985.9533,3530.2274,3111.2251,3989.5435,3615.9795,3192.4023,4079.7476,3685.6399,3256.371,4155.324,3773.6145,3337.3786,4250.6078,3877.5384,3432.5807,4363.7556,3820.0854,3377.2317,4304.4732,3835.8523,3393.3662,4319.6798,3891.8355,3450.4904,4373.7266,3993.4164,3547.232,4479.9285,4029.302,3580.9822,4517.9273,4052.248,3601.2821,4543.7574,4114.4317,3662.1155,4606.9193,4037.816,3593.2781,4521.8345,3982.84,3542.0594,4462.9714
MSOA,E02002357,3443.8077,3003.0171,3930.0331,3527.5672,3082.0812,4018.2487,3510.5838,2757.5299,4402.9951,3623.9241,3175.4735,4117.1755,3728.7212,3276.6712,4224.9827,3835.7861,3378.2909,4337.1224,3882.7743,3422.6003,4386.6975,3887.4903,3430.6637,4387.4936,3883.6415,3427.8611,4382.4998,3952.516,3491.7539,4456.4092,4022.002,3559.3087,4527.5191,3924.1753,3469.562,4421.1824,3892.2833,3438.8099,4388.2868,3952.1498,3497.246,4449.2353,4070.1401,3606.6326,4576.0738,4076.1857,3614.4958,4579.7543,4067.4314,3605.3259,4571.5288,4154.6367,3688.4046,4662.7847
MSOA,E02002358,3576.5415,3155.6635,4037.5913,3604.8021,3183.4695,4066.1126,3606.6507,3183.9915,4069.4926,3641.867,3210.017,4115.1005,3557.3429,3133.6318,4021.739,3542.3121,3124.3466,4000.1714,3612.7108,3193.5232,4071.2884,3591.5547,3172.2339,4050.4306,3583.3312,3166.2235,4039.7852,3606.1686,3189.451,4061.969,3627.8785,3208.1473,4086.9752,3648.7832,3226.2728,4110.9197,3593.4935,3177.4631,4048.5423,3645.1594,3226.1732,4103.0698,3657.0568,3237.5129,4115.5036,3586.9794,3170.392,4042.7125,3673.8846,3242.1776,4146.6345,3809.0429,3371.8251,4286.7267
MSOA,E02002359,3789.028,3344.0982,4276.3413,3811.0062,3362.13,4302.6418,3766.2583,3321.5863,4253.4576,3902.621,3381.9692,4480.0262,3911.7019,3460.0068,4405.5187,3966.0228,3515.5687,4457.7839,3993.2597,3541.7748,4485.9201,4009.018,3558.1656,4500.8397,4065.5575,3609.6712,4562.5021,4068.2533,3611.2633,4566.256,4056.0929,3607.0289,4545.2473,4130.769,3674.3897,4627.5416,4079.4948,3626.1793,4573.2099,4144.143,3684.1672,4644.8304,4182.7838,3723.2894,4682.6715,4114.0015,3665.6046,4601.6836,4235.0314,3781.0462,4728.0767,4287.7825,3832.3516,4782.0224
MSOA,E02002360,4031.332,3501.6853,4616.8747,3933.5643,3414.5185,4507.7879,3884.1787,3370.8278,4452.2361,3910.8239,3396.7225,4479.4443,3819.1119,3311.2963,4381.4475,3874.0549,3364.0943,4438.0954,3824.1265,3320.4742,4381.3202,3736.5084,3238.2886,4288.3519,3718.9212,3223.0802,4268.1298,3843.7966,3337.6972,4403.6975,3960.0641,3448.0657,4525.3302,3883.5862,3378.9367,4441.1123,4026.3637,3513.3431,4592.0223,3977.2167,3469.1306,4537.6742,3970.1221,3461.5673,4531.2178,3876.902,3367.939,4439.8391,3773.8146,3281.4832,4317.979,3947.0866,3443.7056,4502.1166
MSOA,E02002361,3613.9221,3092.1814,4195.8696,3551.1459,3032.615,4130.2117,3678.1293,3153.4607,4262.4919,3690.9522,3163.5991,4278.4729,3626.4023,3106.5558,4205.8956,3656.0197,3134.6389,4236.5555,3623.6401,3110.0179,4195.3759,3745.6403,3217.7621,4332.7562,3625.2283,3109.0991,4200.0799,3623.508,3109.5303,4195.6395,3704.8329,3181.3057,4287.4315,3593.1734,3077.0324,4168.5361,3565.3287,3054.432,4134.5154,3744.5684,3221.5403,4325.3553,3873.6754,3342.2989,4462.6791,3755.4426,3231.9943,4336.6961,3736.8399,3214.836,4316.642,3809.5423,3283.8448,4392.5432
MSOA,E02002362,3611.5339,3159.4781,4108.8489,3518.3674,3070.8548,4011.5883,3423.108,2983.0262,3908.762,3413.7676,2973.8016,3899.5071,3375.0602,2930.6024,3866.7667,3496.369,3044.2855,3995.4868,3549.7187,3095.7713,4050.3497,3536.0417,3077.0413,4042.6844,3471.4213,3020.5646,3969.295,3557.4229,3101.3381,4060.4111,3714.5226,3242.8561,4233.8283,3395.6082,2947.4685,3891.1566,3374.0183,2926.6948,3868.7792,3407.4333,2955.9474,3906.7979,3408.9056,2955.4866,3910.6443,3421.2187,2965.7653,3925.2085,3442.2989,2982.5425,3951.0503,3474.5038,3013.8927,3983.8429
MSOA,E02002363,2881.2952,2436.5031,3381.7211,2964.8611,2514.452,3470.6845,3016.7063,2564.8601,3523.2617,3029.9555,2572.2627,3543.2408,3078.0971,2606.2414,3608.1952,3110.3822,2647.9936,3627.8948,3115.0791,2654.1097,3630.6704,3222.9654,2753.2348,3747.5337,3234.0469,2762.4546,3760.5334,3210.4023,2740.5196,3735.4652,3205.3505,2733.5137,3732.7622,3144.9272,2676.588,3668.93,3098.2363,2641.6918,3608.7157,3123.65,2667.138,3633.6136,3214.8235,2757.9126,3724.0119,3313.1204,2847.4453,3831.6303,3237.6223,2775.9367,3752.5845,3325.1638,2860.3405,3842.4348
