Reference.Number,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Longitude,Latitude
130101808,2,1,08/03/2013,645,6,2,7,2,1,3,1,31,1,-1.570170349,53.80496401
130103649,3,1,09/03/2013,1440,3,2,1,1,1,3,1,30,1,-1.52279522,53.81162487
130108403,2,1,12/03/2013,1805,6,2,4,1,1,2,1,29,1,-1.673269181,53.80537882
130108534,2,1,12/03/2013,2127,6,1,4,1,1,3,2,24,1,-1.569688543,53.8104989
130108975,2,1,13/03/2013,900,6,1,1,1,1,3,1,29,1,-1.574805165,53.80611301
130114717,2,1,16/03/2013,1614,6,1,1,1,1,3,1,38,1,-1.581575291,53.87040975
130119149,2,1,19/03/2013,1720,6,1,7,1,1,3,1,17,1,-1.526608775,53.75616562
130121300,2,1,21/03/2013,720,3,1,7,1,1,3,1,11,1,-1.466328018,53.80822326
130139138,2,1,03/04/2013,1527,6,1,1,1,1,3,1,10,1,-1.570675724,53.80751842
130140692,2,1,04/04/2013,1700,4,1,7,1,1,3,1,41,1,-1.569496439,53.79218061
130144760,2,1,19/03/2013,1525,3,1,1,1,1,3,1,42,1,-1.579419506,53.77137251
130148486,2,1,10/04/2013,1200,3,1,1,1,1,3,2,23,1,-1.552787483,53.80893612
130150031,2,1,10/04/2013,1725,3,1,7,1,1,3,1,37,1,-1.632886506,53.89136652
130152640,2,1,12/04/2013,1330,6,1,1,1,1,3,1,47,1,-1.369536974,53.74625684
130156225,2,1,15/04/2013,1715,6,1,7,1,1,3,1,6,1,-1.586133146,53.74282273
130159263,2,1,16/04/2013,2030,6,1,7,1,1,3,1,15,1,-1.514613699,53.7954765
130159405,2,1,17/04/2013,1750,3,1,7,1,1,3,1,42,1,-1.56245774,53.81507462
130159924,2,1,18/04/2013,633,3,2,7,5,1,3,1,35,1,-1.570640782,53.80201762
130162702,2,1,19/04/2013,1916,6,1,7,1,1,3,1,29,1,-1.644054898,53.83219676
130164069,2,1,20/04/2013,1911,3,1,7,1,1,3,1,21,1,-1.577133496,53.82070877
130165216,2,1,21/04/2013,1740,4,1,7,1,1,3,1,32,1,-1.379684986,53.7768965
130166158,2,1,22/04/2013,750,3,1,1,1,1,3,1,35,1,-1.472236315,53.83716389
130167747,2,1,22/04/2013,1400,3,1,1,1,1,3,1,19,1,-1.564122494,53.81564692
130170534,2,1,23/04/2013,1055,3,1,1,1,1,3,1,39,1,-1.532190113,53.82442484
130171674,2,1,24/04/2013,1735,6,1,7,1,1,3,1,37,1,-1.685724436,53.85766799
130174210,2,1,27/04/2013,1000,3,2,1,1,1,3,1,41,1,-1.381060168,53.78347394
130174931,2,1,27/04/2013,1805,6,1,7,1,1,3,1,7,1,-1.534614845,53.81535638
130176630,2,1,28/04/2013,2103,3,1,4,1,1,3,1,24,1,-1.565318885,53.81598382
130181266,2,1,01/05/2013,2210,3,1,7,1,1,3,1,18,1,-1.59881117,53.73617866
130181674,2,1,02/05/2013,755,3,1,1,1,1,2,1,48,1,-1.666563637,53.89841232
130182899,2,1,02/05/2013,2235,6,1,7,1,1,3,1,27,1,-1.576486541,53.81255437
130183330,2,1,29/04/2013,1715,4,1,7,1,1,2,1,56,1,-1.621027519,53.79603052
130183458,2,1,02/05/2013,1515,3,1,1,1,1,3,1,17,1,-1.572790694,53.81756557
130184365,2,1,02/05/2013,1710,3,1,7,1,1,2,1,44,1,-1.522810406,53.81162493
130184381,2,1,03/05/2013,1815,3,1,7,1,1,3,1,26,1,-1.513711747,53.81965067
130185681,2,1,02/05/2013,1010,6,1,1,1,1,3,1,22,1,-1.557512255,53.80009144
130186179,3,1,01/05/2013,1740,3,1,7,1,1,3,1,23,1,-1.547254861,53.80375625
130187966,2,1,06/05/2013,1420,3,1,1,1,1,3,1,28,1,-1.441860306,53.79819811
130190263,2,1,07/05/2013,810,3,1,1,1,1,3,1,48,1,-1.683294602,53.85126221
130191808,2,1,09/05/2013,715,4,1,7,1,1,3,1,50,1,-1.598789235,53.81649583
130192228,1,2,09/05/2013,930,6,1,1,1,1,3,1,36,1,-1.530122251,53.76887063
130192228,1,2,09/05/2013,930,6,1,1,1,3,3,1,90,1,-1.530122251,53.76887063
130193329,2,1,10/05/2013,735,3,2,1,1,1,3,1,34,1,-1.52573609,53.8107557
130195631,2,1,11/05/2013,950,6,1,1,1,1,2,1,40,1,-1.581303419,53.80162387
130197580,2,1,13/05/2013,755,3,1,1,1,1,3,1,46,1,-1.525781749,53.8107469
130197781,2,1,13/05/2013,750,3,1,1,1,1,3,2,24,1,-1.594170569,53.8103415
130199230,2,1,14/05/2013,955,3,1,1,1,1,3,1,30,1,-1.548111687,53.84552671
130200198,2,1,13/05/2013,1910,3,1,7,1,1,3,2,35,1,-1.689736141,53.85793907
130201445,2,1,13/05/2013,650,6,1,7,1,1,3,1,20,1,-1.52542218,53.76725225
130201486,2,1,24/06/2013,1005,6,1,1,1,1,3,1,20,1,-1.573957704,53.81481939
130205057,2,1,17/05/2013,1820,4,1,7,1,1,3,1,22,1,-1.508434587,53.80850199
130205098,2,1,17/05/2013,1930,3,1,7,1,1,3,1,21,1,-1.575205038,53.81913805
130211683,2,1,22/05/2013,1140,3,1,1,1,1,3,2,24,1,-1.582275665,53.80615722
130213037,2,1,23/05/2013,840,6,2,1,1,1,3,2,25,1,-1.558028869,53.80294255
130213148,2,1,23/05/2013,904,3,1,1,1,1,3,1,21,1,-1.546725949,53.78802517
130215465,2,2,24/05/2013,1630,6,2,1,4,1,3,1,55,1,-1.546260627,53.79598683
130216523,2,1,25/05/2013,1330,3,1,1,1,1,3,2,35,1,-1.582835077,53.80640184
130216979,2,1,25/05/2013,2015,6,1,7,1,1,3,1,10,1,-1.550148546,53.74472447
130218739,2,1,27/05/2013,1230,3,1,1,1,1,3,1,28,1,-1.576906449,53.73155539
130219962,2,1,27/05/2013,1330,6,1,1,1,1,3,2,38,1,-1.531177858,53.7708072
130221905,2,1,29/05/2013,205,6,1,4,1,1,3,1,19,1,-1.468405023,53.81209735
130225938,2,2,01/06/2013,1355,6,1,1,1,1,2,1,35,1,-1.553890728,53.77508225
130228868,2,1,03/06/2013,1645,3,1,1,1,1,3,1,59,1,-1.677388483,53.89978105
130229874,2,1,03/06/2013,1108,6,1,1,1,1,3,2,40,1,-1.514188904,53.83881503
130230387,2,1,04/06/2013,1527,3,1,1,1,1,2,1,65,1,-1.580213203,53.72827735
130230461,2,1,04/06/2013,1740,6,1,7,1,1,3,1,40,1,-1.542357605,53.81146737
130232250,2,1,03/06/2013,1930,6,1,7,1,1,3,1,43,1,-1.563202451,53.76385446
130233701,2,1,06/06/2013,1814,6,1,7,1,1,2,1,23,1,-1.565025317,53.73276223
130233738,2,1,06/06/2013,1650,3,1,1,1,1,3,1,21,1,-1.508518511,53.82340449
130234870,2,1,07/06/2013,721,3,1,7,1,1,3,1,35,1,-1.570629338,53.78826589
130235303,2,1,07/06/2013,1425,3,1,1,1,1,2,1,27,1,-1.570251903,53.74198491
130235407,2,1,07/06/2013,1420,6,1,1,1,1,3,1,32,1,-1.539900934,53.83611208
130237125,2,1,08/06/2013,950,4,1,1,1,1,3,2,13,1,-1.381390473,53.93221844
130237414,2,1,09/06/2013,1055,3,1,1,1,1,3,1,45,1,-1.556600675,53.79438966
130238799,2,1,09/06/2013,1525,4,1,1,1,1,3,1,48,1,-1.689392015,53.9126473
130240876,2,1,11/06/2013,640,3,1,7,1,1,3,2,30,1,-1.56699965,53.79436471
130240946,2,1,10/06/2013,1655,6,1,1,1,1,3,1,10,1,-1.525663835,53.81446747
130241636,2,1,01/06/2013,655,6,1,7,1,1,3,1,20,1,-1.593204591,53.83326659
130242662,2,1,10/06/2013,1750,3,1,7,1,1,3,1,31,1,-1.58512083,53.80712881
130245127,2,1,15/06/2013,830,6,1,1,1,1,3,1,36,1,-1.559153312,53.7811327
130245724,2,1,14/06/2013,1350,3,1,1,1,1,3,2,16,1,-1.596600432,53.73591058
130250001,2,1,17/06/2013,1540,6,1,1,1,1,3,1,29,1,-1.600635103,53.83642833
130251395,2,1,18/06/2013,1455,6,1,1,1,1,3,2,48,1,-1.485646703,53.82911492
130251749,2,1,18/06/2013,2043,3,1,7,1,1,3,1,44,1,-1.453769057,53.82461489
130251762,2,1,18/06/2013,2005,6,1,7,1,1,3,1,41,1,-1.603116063,53.81509011
130253827,2,1,18/06/2013,1830,6,1,7,1,1,3,2,29,1,-1.526645285,53.7569657
130254021,2,1,20/06/2013,1021,6,1,1,1,1,3,2,28,1,-1.556157195,53.81052153
130254534,2,1,17/06/2013,950,6,1,1,1,1,3,1,43,1,-1.458522412,53.82827658
130256319,2,1,21/06/2013,1838,3,1,7,1,1,3,1,37,1,-1.539200615,53.81683912
130256461,2,1,21/06/2013,1950,6,1,7,1,1,2,1,38,1,-1.618946133,53.81128556
130260334,2,1,22/06/2013,945,3,2,1,1,1,3,1,49,1,-1.535736184,53.83896321
130261195,2,1,25/06/2013,847,6,1,1,1,1,3,1,11,1,-1.596024396,53.8544697
130262117,2,1,24/06/2013,1850,6,1,7,1,1,3,2,26,1,-1.578845891,53.8241482
130263069,2,1,25/06/2013,1600,6,1,1,1,1,3,1,8,1,-1.384007639,53.75629994
130263794,2,1,26/06/2013,1715,6,1,7,1,1,3,1,22,1,-1.50971728,53.81570666
130263976,2,1,26/06/2013,1815,3,1,7,1,1,3,2,27,1,-1.626698211,53.74719823
130265503,1,1,27/06/2013,1725,3,1,7,1,3,3,2,81,1,-1.577795246,53.82136722
130265541,2,1,27/06/2013,1810,6,1,7,1,1,3,1,40,1,-1.561457984,53.8555708
130265687,2,1,27/06/2013,110,6,1,7,1,1,3,1,20,1,-1.585220296,53.80782123
130266065,2,1,28/06/2013,820,4,2,1,2,1,3,1,36,1,-1.603275995,53.79331269
130268117,2,1,29/06/2013,1305,6,1,1,1,1,3,1,10,1,-1.652589991,53.7922522
130271319,2,1,01/07/2013,1653,3,1,1,1,1,3,1,39,1,-1.518866104,53.81523136
130274384,2,1,03/07/2013,1740,3,1,1,1,1,3,1,36,1,-1.54394911,53.83834755
130278996,1,1,06/07/2013,1815,4,1,1,1,1,2,1,24,1,-1.602402832,53.74916045
130281815,2,1,01/07/2013,1830,6,1,1,1,1,3,1,38,1,-1.598789235,53.81649583
130284312,2,1,10/07/2013,1202,6,1,1,1,1,3,1,33,1,-1.542507478,53.794903
130287450,2,1,12/07/2013,1050,4,1,1,1,1,3,1,21,1,-1.565857456,53.828542
130287994,2,1,11/07/2013,2015,3,1,1,1,1,3,2,26,1,-1.607973058,53.82194593
130288081,2,1,12/07/2013,1620,3,1,1,1,1,3,1,26,1,-1.601221575,53.78103721
130288288,2,1,12/07/2013,1835,4,1,1,1,1,3,1,4,1,-1.684028941,53.85467956
130290146,3,1,14/07/2013,1018,3,1,1,1,1,3,1,33,1,-1.452400325,53.80724373
130291639,2,1,16/07/2013,710,6,1,1,1,1,3,1,46,1,-1.546941852,53.79334692
130292784,2,1,16/07/2013,840,3,1,1,1,1,3,2,42,1,-1.533454926,53.80080924
130293248,2,1,16/07/2013,1230,3,1,1,1,1,3,1,52,1,-1.643280782,53.83389319
130293723,2,1,16/07/2013,1825,6,1,1,1,1,2,1,70,1,-1.513848033,53.81968718
130294184,1,1,17/07/2013,700,6,1,1,1,1,3,1,47,1,-1.527238092,53.76090483
130296992,2,1,18/07/2013,1713,6,1,1,1,1,3,1,40,1,-1.681333899,53.89728397
130297733,2,1,19/07/2013,815,6,1,1,1,1,2,1,40,1,-1.597522729,53.81552089
130298214,2,1,15/07/2013,1710,6,1,1,1,1,3,1,48,1,-1.531250632,53.81740154
130299628,2,1,19/07/2013,1850,3,1,1,1,1,3,1,31,1,-1.57968856,53.77177792
130304192,2,1,23/07/2013,845,3,2,1,2,1,3,1,28,1,-1.570625599,53.80201757
130304853,2,1,23/07/2013,713,3,2,1,2,1,3,1,29,1,-1.675423144,53.75252608
130305039,1,1,24/07/2013,848,6,1,1,1,3,3,1,37,1,-1.540299334,53.79692586
130305349,3,1,24/07/2013,1154,6,1,1,1,1,3,2,41,1,-1.539301627,53.79653555
130308246,2,1,26/07/2013,920,6,1,1,1,1,3,1,48,1,-1.515490525,53.81951406
130308452,2,1,25/07/2013,740,3,1,1,1,1,3,1,29,1,-1.587924901,53.73324757
130309044,2,1,26/07/2013,1715,3,1,1,1,1,3,1,48,1,-1.57184085,53.76168352
130311320,2,1,28/07/2013,1325,6,1,1,1,1,3,1,8,1,-1.462655355,53.83774156
130312013,2,1,28/07/2013,1910,6,1,1,1,1,2,1,12,1,-1.37461584,53.76776518
130313738,2,1,29/07/2013,1900,3,2,1,1,1,3,1,39,1,-1.561686832,53.81472128
130314023,2,1,30/07/2013,1045,6,1,1,1,1,3,1,22,1,-1.650674747,53.79987746
130315654,2,1,28/07/2013,1200,6,1,1,1,1,3,1,47,1,-1.392389617,53.82602758
130317785,2,1,31/07/2013,1930,6,1,1,1,1,3,1,24,1,-1.58136897,53.82554118
130317805,2,1,01/08/2013,1805,6,1,1,1,1,2,1,22,1,-1.530321477,53.79724674
130317852,2,1,01/08/2013,1635,3,1,1,1,1,2,1,34,1,-1.681417203,53.85026858
130317988,2,1,30/07/2013,1545,6,1,1,1,1,3,1,16,1,-1.570527383,53.8116344
130318064,2,1,01/08/2013,2325,6,1,4,1,1,3,1,18,1,-1.513963113,53.82155715
130319885,2,1,03/08/2013,700,6,2,1,1,1,2,1,25,1,-1.598804423,53.81649588
130320666,2,1,03/08/2013,1935,4,1,1,1,1,3,1,44,1,-1.465894287,53.79694131
130321312,2,1,04/08/2013,1135,3,1,1,1,1,3,1,56,1,-1.612390021,53.88324001
130323017,2,1,01/08/2013,1745,6,1,1,1,1,3,1,36,1,-1.699951869,53.8665934
130324237,2,1,03/08/2013,1840,3,1,1,1,1,3,1,39,1,-1.430580742,53.79366005
130325498,2,1,07/08/2013,815,3,1,1,1,1,2,1,41,1,-1.602769405,53.8019485
130326336,2,1,07/08/2013,1913,3,1,1,1,1,2,1,33,1,-1.602714135,53.81583479
130327773,2,1,07/08/2013,1910,3,1,1,1,1,3,1,23,1,-1.593357656,53.83785996
130329438,2,1,09/08/2013,1648,6,1,1,1,1,2,1,49,1,-1.638276354,53.8045055
130331946,2,1,11/08/2013,1925,6,1,1,1,1,2,1,11,1,-1.538483114,53.75351546
130331998,2,1,09/08/2013,1820,6,1,1,1,1,2,1,50,1,-1.565831754,53.82661848
130333255,2,2,12/08/2013,1345,6,1,1,1,1,3,1,9,1,-1.567214413,53.76610703
130333255,2,2,12/08/2013,1345,6,1,1,1,2,3,1,10,1,-1.567214413,53.76610703
130335841,2,1,13/08/2013,1830,3,1,1,1,1,3,1,29,1,-1.643052485,53.83214884
130337557,2,1,13/08/2013,840,3,1,1,1,1,3,1,26,1,-1.689278314,53.85817157
130338398,2,1,28/06/2013,810,3,1,1,1,1,3,1,50,1,-1.625893853,53.89915541
130338443,2,1,16/08/2013,903,6,1,1,1,1,3,1,17,1,-1.434151617,53.76857315
130338541,2,1,14/08/2013,1740,6,1,1,1,1,3,1,16,1,-1.467624238,53.80899301
130343284,2,1,19/08/2013,1630,3,1,1,1,1,3,1,60,1,-1.586319934,53.83033096
130344038,2,1,19/08/2013,1800,3,1,1,1,1,3,1,24,1,-1.562427552,53.81505654
130346226,2,1,21/08/2013,1857,3,1,1,1,1,3,1,34,1,-1.729284446,53.88561849
130346289,2,1,21/08/2013,1855,6,1,1,1,1,3,1,8,1,-1.639313936,53.80922732
130347742,2,1,22/08/2013,1710,6,1,1,1,1,3,1,45,1,-1.536187026,53.80776758
130348171,2,1,11/07/2013,1945,3,1,1,1,1,3,1,18,1,-1.61454337,53.7912552
130349301,2,1,23/08/2013,1705,3,1,1,1,1,3,1,32,1,-1.535079706,53.80903061
130349718,2,1,23/08/2013,1000,6,1,1,1,1,2,1,30,1,-1.523246525,53.79593355
130351231,1,1,25/08/2013,1152,3,1,1,1,2,3,2,12,1,-1.586633279,53.72429095
130351671,2,1,25/08/2013,1738,3,1,1,1,1,3,1,38,1,-1.486439445,53.82392324
130352912,2,1,26/08/2013,1855,3,1,1,1,1,3,1,67,1,-1.39670956,53.78650176
130357587,2,1,29/08/2013,1940,4,1,1,1,1,3,2,28,1,-1.578739465,53.82415682
130358661,2,1,30/08/2013,1001,3,1,1,1,1,3,1,22,1,-1.578637585,53.82219708
130359139,2,1,30/08/2013,925,6,1,1,1,1,3,1,22,1,-1.554800558,53.83107207
130359624,2,1,30/08/2013,925,3,1,1,1,1,3,1,13,1,-1.583349183,53.82807369
130360005,2,1,31/08/2013,1205,3,1,1,1,1,3,1,51,1,-1.626541104,53.89995734
130360360,2,1,31/08/2013,1625,3,1,1,1,1,3,1,24,1,-1.591513914,53.85399606
130362099,2,1,01/09/2013,1330,6,1,1,1,1,3,1,22,1,-1.507664259,53.79907038
130363194,2,1,02/09/2013,1750,6,1,1,1,1,3,1,29,1,-1.539433048,53.82889292
130364560,2,1,03/09/2013,1355,6,1,1,1,1,3,1,80,1,-1.629117322,53.84787147
130365601,2,1,04/09/2013,955,3,1,1,1,1,3,1,26,1,-1.545204761,53.77569678
130365604,2,1,04/09/2013,1050,3,1,1,1,1,3,2,53,1,-1.404772259,53.78627239
130366108,2,1,02/09/2013,1000,6,1,1,1,1,3,1,34,1,-1.524614369,53.81057151
130366577,2,1,04/09/2013,2006,3,1,1,1,1,2,1,44,1,-1.451309819,53.80353567
130366586,2,1,04/09/2013,1240,3,1,1,1,1,2,1,18,1,-1.565715471,53.79376686
130368095,2,1,04/09/2013,1545,4,1,1,1,1,3,2,24,1,-1.664284353,53.80102182
130368125,2,1,05/09/2013,1728,6,1,1,1,1,3,1,41,1,-1.542342713,53.81144035
130368682,3,2,06/09/2013,805,6,1,1,1,1,3,1,21,1,-1.612633884,53.83377126
130368682,3,2,06/09/2013,805,6,1,1,1,1,2,1,21,1,-1.612633884,53.83377126
130375654,2,1,11/09/2013,750,6,1,1,1,1,3,1,37,1,-1.54222463,53.7943896
130379815,3,2,13/09/2013,925,3,1,1,1,1,2,1,28,1,-1.591367979,53.77212386
130381846,2,1,15/09/2013,1340,6,1,1,2,1,3,1,17,1,-1.521112826,53.81533023
130382711,2,1,16/09/2013,815,6,2,1,1,1,3,1,35,1,-1.64123237,53.83355453
130383578,2,1,16/09/2013,1844,6,2,1,2,1,3,1,27,1,-1.645984622,53.80333308
130384951,2,1,17/09/2013,1915,6,1,1,1,1,3,1,20,1,-1.523774133,53.81771365
130385817,2,1,18/09/2013,910,6,1,1,1,1,3,1,43,1,-1.51446411,53.81895265
130386256,2,1,18/09/2013,1740,6,2,1,9,1,3,1,13,1,-1.591889122,53.75122835
130388754,2,1,20/09/2013,1045,3,1,1,1,1,3,2,43,1,-1.593337826,53.83519945
130389315,2,1,20/09/2013,1900,3,1,1,1,1,3,1,51,1,-1.582502805,53.80622093
130390149,2,1,21/09/2013,1155,6,1,1,1,1,3,1,67,1,-1.443547393,53.8152653
130391550,2,1,22/09/2013,1330,6,1,1,1,1,3,1,18,1,-1.507679441,53.79907044
130392158,2,1,16/09/2013,1650,3,1,1,1,1,3,1,20,1,-1.496094701,53.80165585
130392583,1,1,20/09/2013,1930,3,1,1,1,3,3,2,17,1,-1.539286818,53.81728885
130393378,2,1,12/09/2013,1745,6,1,1,1,1,3,1,31,1,-1.546770809,53.79372377
130393726,2,1,23/09/2013,1630,3,1,1,1,1,3,1,34,1,-1.58009576,53.82373015
130394717,2,1,24/09/2013,1640,6,1,1,1,1,3,1,4,1,-1.623867158,53.81801511
130397851,2,1,26/09/2013,1710,6,1,1,1,1,3,1,52,1,-1.690963408,53.90393316
130399295,2,2,27/09/2013,1620,6,1,1,1,1,3,1,45,1,-1.494841742,53.79220413
130399295,2,2,27/09/2013,1620,6,1,1,1,1,3,1,15,1,-1.494841742,53.79220413
130402294,2,1,27/09/2013,1705,3,1,1,1,1,3,1,46,1,-1.582275665,53.80615722
130402444,2,1,30/09/2013,940,3,1,1,1,1,3,1,41,1,-1.531868045,53.78514587
130404341,2,1,01/10/2013,920,6,1,1,1,1,2,1,39,1,-1.524128156,53.80254326
130407462,2,1,30/09/2013,1730,6,1,1,1,1,2,1,33,1,-1.571918141,53.82568761
130411639,2,1,06/10/2013,945,4,1,1,1,1,3,1,50,1,-1.386057444,53.93801261
130413846,2,1,30/09/2013,655,4,1,1,1,1,3,1,37,1,-1.56384794,53.83039523
130414526,2,1,07/10/2013,1145,3,1,1,1,1,3,1,18,1,-1.567258025,53.81646719
130415662,1,1,08/10/2013,2130,6,1,4,1,1,2,1,31,1,-1.55800106,53.79692046
130416551,1,1,08/10/2013,1919,3,1,4,1,3,3,2,37,1,-1.544766506,53.77833761
130417510,2,1,09/10/2013,1930,3,1,1,1,1,3,1,30,1,-1.576247824,53.81966304
130418071,3,1,10/10/2013,1236,3,1,1,4,1,3,1,18,1,-1.567940285,53.81658649
130419844,2,1,11/10/2013,1020,3,1,1,1,1,3,1,23,1,-1.560299559,53.81376347
130420213,2,1,11/10/2013,1910,3,2,4,4,1,2,1,52,1,-1.584106479,53.8068197
130425144,2,1,01/10/2013,1900,6,1,1,1,1,3,1,29,1,-1.566458004,53.81303987
130428688,2,1,17/10/2013,1740,6,1,1,1,1,3,1,9,1,-1.550664034,53.82716485
130429210,2,1,17/10/2013,1210,3,1,1,1,1,2,2,23,1,-1.57772011,53.82128607
130430722,2,1,18/10/2013,1315,6,1,1,1,1,3,1,28,1,-1.563699141,53.81253553
130431534,2,1,19/10/2013,15,6,1,1,1,1,3,2,26,1,-1.576322659,53.81223921
130434393,2,1,18/10/2013,1425,3,1,1,1,1,3,1,47,1,-1.516440391,53.776555
130437237,2,1,23/10/2013,755,3,2,1,2,1,3,1,33,1,-1.578111165,53.82167392
130437362,2,1,22/10/2013,2250,6,2,4,2,1,3,1,22,1,-1.532619701,53.79672542
130441294,2,1,23/10/2013,830,6,1,1,1,1,3,1,38,1,-1.549386348,53.81739011
130441508,2,1,24/10/2013,1450,3,2,1,1,1,3,1,18,1,-1.556277449,53.81063882
130441612,2,1,26/10/2013,1230,6,2,1,1,1,3,1,9,1,-1.592929464,53.81461559
130441618,2,1,22/10/2013,900,4,1,1,1,1,3,1,22,1,-1.64934929,53.80771112
130442311,2,1,26/10/2013,1225,3,1,1,1,1,3,1,45,1,-1.628031212,53.90182245
130442822,2,1,12/10/2013,800,6,1,1,1,1,3,1,53,1,-1.563953049,53.78805306
130443039,2,1,27/10/2013,940,3,1,1,1,1,3,1,15,1,-1.518057399,53.76918229
130448787,2,1,30/10/2013,1400,6,1,1,1,1,3,2,21,1,-1.439630256,53.8709548
130448855,2,1,30/10/2013,1915,6,1,1,1,1,3,1,53,1,-1.480479735,53.74932346
130449383,2,1,31/10/2013,815,6,1,1,1,1,3,1,47,1,-1.545283084,53.84286458
130453234,2,1,03/11/2013,1605,6,1,1,1,1,3,1,56,1,-1.485038347,53.86510022
130454196,2,1,04/11/2013,750,6,1,1,1,1,3,1,26,1,-1.523994386,53.7687476
130459645,2,1,07/11/2013,845,3,2,1,1,1,3,1,41,1,-1.538306342,53.81252143
130461765,2,1,08/11/2013,1600,3,1,1,1,1,3,1,51,1,-1.522825694,53.81161601
130462569,2,1,09/11/2013,1030,6,2,1,2,1,2,1,24,1,-1.544454158,53.81419872
130464101,2,2,10/11/2013,1335,3,2,1,1,1,3,2,47,1,-1.634390311,53.89165872
130464755,2,1,11/11/2013,825,6,2,1,1,1,3,1,52,1,-1.532009225,53.82429831
130472672,2,1,16/11/2013,1305,3,1,1,1,1,3,1,23,1,-1.545297742,53.77551737
130473087,2,1,15/11/2013,840,3,1,1,1,1,3,1,18,1,-1.581998712,53.77596544
130473105,2,1,15/11/2013,1635,3,1,4,1,1,3,1,42,1,-1.516987627,53.79762524
130476065,2,2,18/11/2013,1939,3,1,4,1,1,3,2,22,1,-1.527025714,53.78656497
130476109,2,1,18/11/2013,1514,3,2,1,1,1,3,1,22,1,-1.586319846,53.83033995
130478573,2,1,19/11/2013,840,3,2,1,1,1,3,1,41,1,-1.728446116,53.88351344
130479055,2,1,20/11/2013,1758,6,1,1,1,1,2,1,30,1,-1.560483834,53.82228478
130479881,2,1,01/11/2013,703,6,2,4,1,1,3,1,15,1,-1.535833844,53.86037292
130480213,2,1,21/11/2013,1410,3,1,1,1,1,3,1,69,1,-1.619324876,53.83654297
130485086,2,2,25/11/2013,1005,3,1,1,1,1,2,1,44,1,-1.519821518,53.77812352
130486754,2,1,26/11/2013,927,3,2,1,1,1,3,1,27,1,-1.589539668,53.80868994
130486899,2,1,26/11/2013,1255,6,2,1,1,1,2,2,61,1,-1.343335686,53.90654465
130488160,2,1,26/11/2013,1730,6,1,4,1,1,3,1,38,1,-1.542327722,53.81142232
130489063,2,1,27/11/2013,1925,6,1,4,1,1,3,1,25,1,-1.51914371,53.80955204
130489581,2,1,28/11/2013,820,3,2,1,1,1,2,1,34,1,-1.548820218,53.7384997
130490436,2,1,23/11/2013,1720,6,1,4,1,1,3,1,63,1,-1.533591567,53.80080977
130491051,2,1,29/11/2013,755,3,2,1,1,1,2,1,43,1,-1.602422137,53.81780219
130491901,2,1,28/11/2013,1240,4,1,1,1,1,3,1,21,1,-1.667060341,53.80517301
130495698,1,1,29/11/2013,1456,6,1,1,1,1,2,1,39,1,-1.577119872,53.85375749
130497214,2,1,03/12/2013,1529,3,1,1,1,1,3,1,68,1,-1.385489182,53.92380881
130499912,2,1,04/12/2013,1933,4,1,4,1,1,3,1,47,1,-1.619695108,53.79563982
130499920,2,1,05/12/2013,1110,4,1,1,1,1,3,1,35,1,-1.53903635,53.82489174
130500906,2,1,02/12/2013,500,6,1,4,1,1,3,1,41,1,-1.530229989,53.79728234
130502763,2,1,07/12/2013,1115,6,2,1,1,1,2,1,12,1,-1.546483525,53.76826848
130503797,2,1,01/12/2013,1140,3,1,1,1,1,3,1,22,1,-1.582642022,53.82737916
130511558,2,1,04/12/2013,830,6,1,1,1,1,3,1,32,1,-1.545912832,53.79585968
130513023,2,1,14/12/2013,1540,3,1,1,1,1,3,1,22,1,-1.578381788,53.8219535
130517852,2,1,18/12/2013,730,6,2,4,2,1,3,1,29,1,-1.598615805,53.7837519
130520465,2,1,19/12/2013,1755,3,2,4,5,1,2,1,17,1,-1.543963179,53.79085493
130521320,1,1,20/12/2013,810,3,4,1,1,1,3,1,49,1,-1.49321951,53.78447653
130522001,2,1,20/12/2013,1720,3,1,1,1,1,3,1,46,1,-1.525400784,53.81086224
130524841,2,1,23/12/2013,535,6,1,1,1,1,3,1,23,1,-1.529153445,53.76596368
130525174,2,1,23/12/2013,630,3,2,4,1,1,3,1,29,1,-1.668016301,53.82449082
130526706,2,1,24/12/2013,1004,4,1,1,1,1,3,1,20,1,-1.565091045,53.82919535
130526735,2,1,24/12/2013,1040,3,1,1,1,1,2,1,26,1,-1.534781192,53.84697679
130527345,2,1,23/12/2013,1828,3,2,4,5,1,3,1,41,1,-1.651723024,53.83462802
130532631,2,1,30/12/2013,1605,3,1,1,1,1,3,1,21,1,-1.453356235,53.80847047
12F1262,2,1,25/02/2014,1800,6,2,4,2,1,3,1,34,1,-1.498400957,53.79797142
12I0740,2,1,18/02/2014,1320,6,1,1,1,1,3,1,33,1,-1.508916204,53.80887248
12I1203,2,1,18/02/2014,1720,6,1,1,1,1,3,1,42,1,-1.572117527,53.79715139
12I1450,2,1,18/02/2014,1944,3,1,4,1,1,3,1,25,1,-1.555206002,53.8099967
12J0189,2,1,19/02/2014,655,3,1,4,1,1,3,1,23,1,-1.596634161,53.78148926
