Reference.Number,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Longitude,Latitude
1AN1602,2,1,23/10/2014,2123,4,1,4,1,1,2,1,28,1,-1.61860455,53.79536671
1AO0536,2,1,24/10/2014,1113,6,1,1,1,1,3,1,19,1,-1.56460423,53.80726286
1AO0570,2,1,24/10/2014,1130,3,1,1,1,1,3,1,62,1,-1.331705537,53.89992827
1AQ1203,2,1,26/10/2014,1653,3,1,4,1,1,3,1,38,1,-1.595984636,53.78117249
1AR1204,2,1,27/10/2014,1738,4,1,4,1,1,3,1,29,1,-1.515440591,53.81725786
1AR1254,2,1,27/10/2014,1815,3,1,4,1,1,3,1,18,1,-1.576353786,53.81969936
1AS0450,2,1,28/10/2014,1027,3,1,1,1,1,3,1,65,1,-1.575833114,53.78398811
1AS0535,2,1,28/10/2014,1121,3,1,1,1,1,3,1,51,1,-1.565303511,53.81600174
1AS0781,2,1,25/10/2014,2245,3,1,4,1,1,2,1,49,1,-1.563246358,53.79910578
1AS0964,2,1,28/10/2014,1523,6,2,1,2,1,3,1,10,1,-1.570980992,53.76717217
1AT1540,2,1,29/10/2014,2045,6,2,4,1,1,3,1,21,1,-1.567437541,53.81230639
1AV0800,2,1,31/10/2014,1315,3,1,1,1,1,2,1,33,1,-1.586395192,53.83040312
1AV1250,2,1,31/10/2014,1635,6,1,5,1,1,3,1,50,1,-1.579307451,53.80535591
1B11136,2,1,01/11/2014,1439,6,1,1,1,1,2,2,23,1,-1.583196672,53.80056089
1B11976,2,1,01/11/2014,2200,4,2,4,4,1,3,1,47,1,-1.386283415,53.93818454
1B31067,2,1,03/11/2014,1602,6,1,1,1,1,3,1,18,1,-1.562442739,53.81505659
1B31734,2,1,03/11/2014,2200,3,1,6,1,1,3,1,43,1,-1.411299745,53.77643565
1B50453,2,1,05/11/2014,1031,3,1,1,1,1,3,1,18,1,-1.577734848,53.82133106
1B50727,2,1,05/11/2014,1319,6,1,1,1,1,2,1,20,1,-1.516445606,53.8262769
1B51356,1,1,05/11/2014,1840,3,1,4,1,3,2,2,28,1,-1.575204947,53.81914704
1B60264,2,1,06/11/2014,804,3,1,1,1,1,3,1,44,1,-1.535022621,53.79771445
1B71058,2,1,07/11/2014,1710,3,2,4,2,1,3,1,35,1,-1.723040996,53.86807792
1B80877,2,1,08/11/2014,1510,3,2,1,1,1,3,1,21,1,-1.578110713,53.82171886
1B81081,2,1,08/11/2014,1720,6,2,4,1,1,3,1,29,1,-1.574874089,53.80680533
1B90939,2,1,09/11/2014,1515,6,1,1,1,1,3,1,46,1,-1.556316936,53.70609842
1BC0195,2,1,12/11/2014,800,6,1,1,1,1,3,1,40,1,-1.531963252,53.82433408
1BC0870,2,1,12/11/2014,1510,6,2,1,1,1,3,1,34,1,-1.326040022,53.78657496
1BC1099,2,1,12/11/2014,1705,6,2,4,1,1,3,1,54,1,-1.552234837,53.71390295
1BC1703,2,1,13/11/2014,2334,3,2,4,2,1,3,1,23,1,-1.533594757,53.80052217
1BD0891,2,1,13/11/2014,1500,3,2,1,1,1,2,1,45,1,-1.370938175,53.78138098
1BF1032,2,1,15/11/2014,1521,3,1,1,1,1,3,2,18,1,-1.585922432,53.80745514
1BH1330,2,1,17/11/2014,1900,3,2,4,1,1,3,1,48,1,-1.517255419,53.81661804
1BH1357,2,1,17/11/2014,1835,6,2,4,1,1,3,2,23,1,-1.560364642,53.80608795
1BJ0232,2,1,19/11/2014,737,6,1,1,1,1,3,1,25,1,-1.53021498,53.7687182
1BJ0252,2,1,19/11/2014,745,3,1,1,1,1,3,1,40,1,-1.531364901,53.79625315
1BJ0607,2,1,19/11/2014,1130,6,1,1,1,1,2,1,43,1,-1.591932591,53.7185477
1BJ1049,2,1,19/11/2014,1535,6,1,1,1,1,3,1,18,1,-1.548938722,53.80531752
1BK0249,2,1,20/11/2014,807,6,2,1,1,1,3,1,34,1,-1.53153454,53.81645891
1BK0296,2,1,20/11/2014,853,6,1,1,1,1,3,1,49,1,-1.533588048,53.81344693
1BK0331,2,1,20/11/2014,915,3,1,1,1,1,3,1,41,1,-1.600857891,53.8145793
1BL1723,2,1,21/11/2014,2315,3,2,4,2,1,3,2,22,1,-1.556382707,53.81073808
1BN0968,2,1,23/11/2014,1541,3,2,1,1,1,2,1,61,1,-1.65661541,53.897863
1BO0266,2,1,24/11/2014,840,6,1,1,1,1,3,2,50,1,-1.539286662,53.80483145
1BO1098,2,1,24/11/2014,1630,6,1,6,1,1,3,1,37,1,-1.313177748,53.91794353
1BP1203,2,1,25/11/2014,1914,3,2,4,1,1,3,1,50,1,-1.651389784,53.83450122
1BQ0164,2,1,26/11/2014,655,4,2,1,2,1,3,1,43,1,-1.64930396,53.80768403
1BS1772,2,1,28/11/2014,2055,6,1,7,1,1,2,1,41,1,-1.489903069,53.79638965
1C10352,1,1,01/12/2014,928,6,1,1,1,1,3,1,31,1,-1.571395754,53.80540881
1C11310,2,1,01/12/2014,1430,3,2,1,2,1,2,1,48,1,-1.578201722,53.80508239
1C20709,1,1,02/12/2014,1255,6,1,1,1,3,3,2,47,1,-1.546254754,53.79512395
1C30308,2,1,03/12/2014,940,3,2,1,1,1,3,1,61,1,-1.452249845,53.80480728
1C50025,2,1,06/12/2014,715,3,2,1,1,1,3,1,19,1,-1.580607892,53.7800142
1C50629,2,1,05/12/2014,1209,6,1,1,1,1,2,1,51,1,-1.505313868,53.83753845
1C50781,2,1,03/12/2014,830,6,1,1,1,1,2,2,45,1,-1.526770362,53.79982135
1C51241,2,1,05/12/2014,1747,6,2,4,1,1,3,1,20,1,-1.528510004,53.7651702
1C60403,2,1,06/12/2014,702,3,2,4,1,1,2,1,25,1,-1.519790247,53.77820429
1C70333,1,1,07/12/2014,430,6,1,7,1,1,3,1,20,1,-1.564114864,53.81198878
1C91345,2,1,09/12/2014,2000,6,1,4,1,1,3,1,50,1,-1.578675406,53.82297018
1CG1611,2,1,16/12/2014,2250,3,2,4,2,1,3,1,30,1,-1.582641843,53.82739713
1CH1402,2,1,17/12/2014,1944,6,2,4,2,1,2,1,35,1,-1.605618443,53.82519187
1CI1253,2,1,18/12/2014,1731,6,2,4,9,1,3,1,32,1,-1.614429459,53.83348942
1CI1699,2,1,18/12/2014,2215,6,2,4,2,1,3,1,25,1,-1.584405932,53.79956741
1CQ0968,2,1,26/12/2014,1830,4,3,4,3,1,3,1,44,1,-1.693715702,53.90636692
21K0209,2,1,20/01/2015,800,3,2,1,1,1,3,1,36,1,-1.507934254,53.74613162
21K0584,2,1,20/01/2015,1600,3,4,4,1,1,3,1,36,1,-1.651449892,53.83458229
2150343,2,1,05/01/2015,955,6,1,1,1,1,3,2,63,1,-1.461559068,53.80827387
2150935,2,1,05/01/2015,1610,3,2,4,1,1,1,1,47,1,-1.58084318,53.73199165
21C0757,2,1,12/01/2015,1354,6,1,1,1,1,3,2,57,1,-1.563586845,53.80140796
21C1138,2,1,12/01/2015,1740,6,1,4,1,1,3,1,25,1,-1.638215464,53.8045233
21F0884,2,1,15/01/2015,1600,3,2,1,1,1,3,1,23,1,-1.549599788,53.80597612
21N0922,2,1,23/01/2015,1530,6,1,1,1,1,3,2,22,1,-1.529525227,53.80328359
21R0204,2,1,27/01/2015,829,3,2,1,1,1,3,1,28,1,-1.580548507,53.80576471
21R1099,2,1,27/01/2015,1640,3,1,1,1,1,3,1,35,1,-1.53996858,53.8424219
2220302,3,1,02/02/2015,916,3,1,1,1,1,3,1,41,1,-1.578320757,53.82198025
2220546,2,1,28/02/2015,2100,6,1,7,1,1,3,1,21,1,-1.659886749,53.80785829
2230178,3,1,03/02/2015,806,6,1,1,1,1,3,1,24,1,-1.524715802,53.80831591
2250183,2,1,05/02/2015,700,4,1,1,1,1,3,1,15,1,-1.69172035,53.80303682
2260181,2,1,06/02/2015,650,3,2,1,1,1,3,1,26,1,-1.533180256,53.7940941
2270632,2,1,07/02/2015,1135,6,1,1,1,1,3,2,26,1,-1.507683328,53.82207983
2281069,2,1,08/02/2015,1650,6,1,1,1,1,3,1,24,1,-1.554547427,53.817688
2290230,2,1,09/02/2015,830,3,2,1,1,1,3,1,13,1,-1.622426451,53.74501872
22B0162,1,1,11/02/2015,858,3,2,1,1,1,3,1,48,1,-1.663214303,53.75640223
22C1287,2,1,11/02/2015,1737,3,1,1,1,1,3,1,42,1,-1.625863257,53.89917329
22F0293,2,1,15/02/2015,1645,3,1,1,1,1,3,2,32,1,-1.516609049,53.76979664
22H0208,2,1,17/02/2015,815,4,2,1,1,1,3,2,29,1,-1.612842915,53.81768346
22H0501,2,1,17/02/2015,1905,3,1,4,1,1,3,1,29,1,-1.631582432,53.83023571
22I0340,2,1,18/02/2015,1015,3,1,1,1,1,3,2,19,1,-1.586274355,53.8303308
22K0007,2,1,20/02/2015,3,6,2,4,1,1,2,2,25,1,-1.545505694,53.81527228
22L1198,2,1,21/02/2015,850,6,1,1,1,1,3,2,67,1,-1.527443068,53.83858032
22Q0270,2,1,26/02/2015,836,3,2,1,1,1,3,1,45,1,-1.576232453,53.81968096
22R1506,1,1,27/02/2015,2015,6,1,4,1,1,3,1,48,1,-1.543971094,53.81392724
22S0907,2,1,28/02/2015,1339,6,1,1,1,1,3,2,20,1,-1.569179201,53.81278003
2310434,2,1,01/03/2015,802,3,2,1,5,1,2,1,20,1,-1.594254208,53.83786299
2341058,2,1,04/03/2015,1645,4,1,1,1,1,3,1,26,1,-1.578799868,53.82419298
2350375,3,2,05/03/2015,935,6,1,1,1,1,3,1,20,1,-1.558054645,53.81204751
2350375,3,2,05/03/2015,935,6,1,1,1,1,3,2,19,1,-1.558054645,53.81204751
2390864,2,1,09/03/2015,1525,6,1,1,1,1,3,2,28,1,-1.552902173,53.7795816
23A0186,2,1,10/03/2015,728,6,1,1,1,1,3,1,43,1,-1.552101433,53.79208099
23A1062,2,1,10/03/2015,1625,4,1,1,1,1,3,1,28,1,-1.577789271,53.74632597
23A1241,2,1,10/03/2015,1740,3,1,1,1,1,3,1,45,1,-1.545988966,53.80287064
23A1267,2,1,10/03/2015,1750,3,1,4,1,1,3,1,40,1,-1.544652021,53.77910116
23B0696,1,1,11/03/2015,1313,6,1,1,1,2,3,1,33,1,-1.676883291,53.80733001
23E1231,2,1,14/03/2015,1735,6,1,1,1,1,3,1,43,1,-1.767789815,53.88289485
23H0182,2,1,17/03/2015,725,6,1,1,1,1,3,1,25,1,-1.564533831,53.78179949
23H0230,3,1,17/03/2015,825,3,1,1,1,1,3,1,58,1,-1.619615217,53.82461686
23J1051,2,1,19/03/2015,1639,6,1,1,1,1,3,1,46,1,-1.542555889,53.7750935
23K1013,2,1,20/03/2015,1440,6,1,1,1,1,3,1,39,1,-1.534936153,53.79455032
23M0540,2,1,20/03/2015,1645,4,1,1,1,1,3,1,29,1,-1.64396152,53.81452613
23N0335,2,1,23/03/2015,1035,6,1,1,1,2,3,1,8,1,-1.618581298,53.75606191
23N0374,2,1,23/03/2015,930,3,1,1,1,1,3,2,27,1,-1.555221283,53.80998777
23P0419,2,1,25/03/2015,1030,6,1,1,1,1,3,1,30,1,-1.507796068,53.85654025
23P1088,2,1,25/03/2015,1610,6,1,1,1,1,3,1,23,1,-1.502356506,53.78444287
23Q0577,2,1,26/03/2015,1200,3,1,1,1,1,3,1,24,1,-1.545329821,53.78940405
23T0535,2,1,29/03/2015,1215,6,2,1,2,1,3,1,19,1,-1.559744169,53.78703103
23T0572,2,1,29/03/2015,1250,6,2,1,2,1,3,1,40,1,-1.535726501,53.79171316
23T0873,2,1,29/03/2015,1620,6,1,1,4,1,3,1,4,1,-1.50357319,53.81381189
23T1348,2,1,29/03/2015,2241,6,1,1,1,1,3,1,16,1,-1.568934283,53.80556177
23U0437,2,1,30/03/2015,1100,6,1,1,1,1,3,1,20,1,-1.529917825,53.82384972
23U1433,2,1,30/03/2015,1825,6,2,1,2,1,3,1,56,1,-1.576007555,53.81487159
23V0433,2,1,30/03/2015,2120,6,2,4,2,1,3,1,31,1,-1.532576589,53.82245798
23V0449,2,1,10/03/2015,830,6,1,1,1,1,3,2,23,1,-1.531313845,53.81854327
2420258,2,1,02/04/2015,830,6,1,1,1,1,3,1,34,1,-1.514509158,53.81899778
2420907,2,1,01/04/2015,1730,6,1,1,1,1,3,1,22,1,-1.494251203,53.82742578
2421224,2,1,02/04/2015,1645,6,1,1,1,1,3,1,29,1,-1.533092362,53.80201223
2421638,2,1,02/04/2015,2030,6,1,4,1,1,3,1,38,1,-1.64930396,53.80768403
2450446,2,1,05/04/2015,915,3,1,1,1,1,3,1,44,1,-1.594115883,53.83802431
2480598,2,1,08/04/2015,1226,3,1,1,1,1,3,1,32,1,-1.524165537,53.81131573
2481294,2,1,08/04/2015,800,3,1,1,1,1,3,1,31,1,-1.570640139,53.80208054
24B0407,2,1,10/04/2015,1240,3,1,1,1,1,3,1,38,1,-1.535159334,53.79908116
24D1285,2,1,13/04/2015,1840,3,1,1,1,1,2,1,58,1,-1.726920414,53.87951938
24F0417,2,1,15/04/2015,1053,6,1,1,1,1,3,1,25,1,-1.504315521,53.84229796
24G0760,2,1,16/04/2015,1358,3,1,1,1,1,3,2,51,1,-1.47280328,53.83678889
24H1400,2,1,17/04/2015,1330,3,1,1,1,1,3,2,12,1,-1.505013669,53.79982346
24K1326,2,1,20/04/2015,1846,3,1,1,1,1,3,1,38,1,-1.569562463,53.81687994
24L0295,2,1,21/04/2015,645,6,1,1,1,1,3,1,55,1,-1.488137854,53.79673267
24L0986,2,1,21/04/2015,1542,3,1,1,1,1,3,1,42,1,-1.632333322,53.9041276
24M1338,2,1,22/04/2015,1815,6,1,1,1,1,2,1,59,1,-1.638261247,53.80449647
24N0821,2,1,23/04/2015,1425,6,1,1,1,1,2,1,16,1,-1.6210125,53.79601249
24N1112,2,1,23/04/2015,0,3,1,1,1,1,2,1,42,1,-1.628886949,53.82922076
24O0302,2,1,24/04/2015,830,3,1,1,1,1,3,2,28,1,-1.574060147,53.81819924
24O1100,2,1,24/04/2015,1615,3,1,1,1,1,3,1,24,1,-1.627539724,53.81151926
24Q0502,1,1,26/04/2015,1030,3,1,1,1,1,3,1,25,1,-1.510225193,53.90631635
24Q1198,2,1,26/04/2015,1754,3,1,1,1,1,2,1,27,1,-1.55458558,53.80978768
24S1184,2,1,28/04/2015,1754,6,1,1,1,1,3,1,34,1,-1.578110713,53.82171886
24S1202,2,1,28/04/2015,1720,3,1,1,1,1,3,2,44,1,-1.600842704,53.81457925
24S1267,2,1,28/04/2015,1833,3,1,1,1,1,3,1,21,1,-1.582229308,53.80623795
24S1642,2,1,28/04/2015,915,6,1,1,1,1,3,1,57,1,-1.553786877,53.81922212
24T1020,2,1,29/04/2015,1445,6,1,1,1,2,3,1,24,1,-1.549835707,53.79954158
24U1189,2,1,01/04/2015,1825,3,1,1,1,1,3,1,50,1,-1.727374236,53.87990688
2510795,2,1,01/05/2015,1415,3,1,1,1,1,3,1,25,1,-1.576232453,53.81968096
2530817,2,1,01/05/2015,1818,6,1,1,1,1,3,2,27,1,-1.578171444,53.80507329
2533382,2,2,03/05/2015,850,6,2,1,2,1,2,1,42,1,-1.688798166,53.90036839
2540536,2,1,04/05/2015,1100,3,1,1,1,1,3,2,50,1,-1.407868687,53.9091001
2550632,2,1,03/05/2015,1715,3,1,1,1,1,3,1,49,1,-1.522764236,53.81167868
2571116,2,1,07/05/2015,1709,3,1,1,1,1,3,1,39,1,-1.488820863,53.80174193
2580388,2,1,07/05/2015,1730,3,1,1,1,1,3,1,37,1,-1.703136121,53.90227413
2581478,3,1,08/05/2015,2045,6,2,4,2,1,3,2,25,1,-1.584223402,53.8195651
25D0183,2,1,13/05/2015,659,3,1,1,1,1,2,1,29,1,-1.681399177,53.90070852
25D0214,2,1,13/05/2015,739,6,1,1,1,1,3,1,47,1,-1.663931871,53.81663296
25D0284,2,1,13/05/2015,852,6,1,1,1,1,3,1,27,1,-1.568824584,53.80589394
25E0537,2,1,14/05/2015,1149,3,1,1,1,1,3,1,46,1,-1.564152683,53.81566501
25F0267,2,1,15/05/2015,845,3,1,1,1,1,3,2,19,1,-1.565288324,53.81600168
25G1009,2,1,16/05/2015,930,3,1,1,1,1,3,2,36,1,-1.567437743,53.80047816
25J1174,2,1,19/05/2015,1700,3,1,1,1,1,3,1,59,1,-1.601838347,53.8152926
25N0803,1,1,23/05/2015,1340,6,1,1,1,1,3,1,30,1,-1.517999396,53.82326317
25N0964,2,2,23/05/2015,1515,3,1,1,1,1,3,1,64,1,-1.36692541,53.85338144
25O0515,2,1,24/05/2015,915,3,1,1,1,1,3,1,44,1,-1.625128148,53.901391
25P1005,2,1,25/05/2015,1559,6,1,1,1,1,3,2,24,1,-1.567236445,53.82888852
25P1198,2,1,25/05/2015,1735,6,1,1,1,1,3,1,43,1,-1.453463347,53.80840804
25Q1233,2,1,26/05/2015,1800,3,1,1,1,1,3,1,29,1,-1.582849994,53.80642886
25R1039,2,1,27/05/2015,1625,3,1,1,1,1,3,1,24,1,-1.585529222,53.807292
25S0655,2,1,28/05/2015,1350,6,1,1,1,1,3,1,12,1,-1.572248138,53.85892627
25V0520,2,1,31/05/2015,1020,3,1,1,1,1,3,1,41,1,-1.685947867,53.80543064
2620256,2,1,02/06/2015,810,3,1,1,1,1,3,1,48,1,-1.635645851,53.83120982
2620299,2,1,02/06/2015,800,6,1,1,1,1,3,1,29,1,-1.543193663,53.79602013
2630303,2,1,03/06/2015,857,6,1,1,1,1,3,1,40,1,-1.514584998,53.81900707
2640405,2,1,26/05/2015,632,4,1,1,1,1,2,1,25,1,-1.50416495,53.76878412
2640593,2,1,04/06/2015,1214,3,1,1,1,1,2,1,67,1,-1.400331861,53.79219143
2651032,2,1,05/06/2015,1522,4,1,1,1,1,2,1,27,1,-1.601467735,53.79350444
2651458,2,1,05/06/2015,1847,6,1,1,1,1,3,1,19,1,-1.389822467,53.92948429
2670487,2,1,06/06/2015,1818,3,1,1,1,1,3,1,48,1,-1.586846409,53.80769201
2671254,2,1,07/06/2015,1853,3,1,1,1,1,2,1,21,1,-1.582055703,53.82675695
2690225,2,1,09/06/2015,751,3,1,1,1,1,3,1,27,1,-1.602349031,53.81589649
2691318,1,1,09/06/2015,1850,3,1,1,1,1,2,1,44,1,-1.563126233,53.76389013
26A0960,2,1,10/06/2015,1520,3,1,1,1,1,2,1,47,1,-1.692153105,53.86006643
26A1434,2,1,10/06/2015,1920,6,1,1,1,1,3,1,12,1,-1.621356437,53.80839905
26B1121,2,1,11/06/2015,1700,3,1,1,1,1,3,1,11,1,-1.420320478,53.76709597
26B1713,2,1,10/06/2015,2030,6,1,1,1,1,3,2,44,1,-1.383866794,53.931611
26D0838,2,1,13/06/2015,1431,3,1,1,1,1,3,1,23,1,-1.581957855,53.82590275
26F0254,2,1,15/06/2015,820,3,1,1,1,1,3,1,39,1,-1.533235491,53.80142856
26F0268,2,1,15/06/2015,836,6,1,1,1,1,3,1,26,1,-1.535720564,53.80462896
26H0327,2,1,17/06/2015,755,6,1,1,1,1,3,1,14,1,-1.444689105,53.82081622
26H0907,2,1,17/06/2015,1531,6,1,1,1,1,3,1,11,1,-1.509521359,53.80516289
26I0282,2,1,18/06/2015,835,3,1,1,1,1,2,1,33,1,-1.586364894,53.83039403
26I0602,2,1,18/06/2015,1545,3,1,1,1,1,3,1,14,1,-1.621178937,53.74548217
26J1049,2,1,19/06/2015,1545,6,1,1,1,1,2,1,37,1,-1.661518614,53.79000374
26J1155,2,1,19/06/2015,1646,3,1,1,1,1,3,1,44,1,-1.596239254,53.78152388
26K0580,2,1,20/06/2015,1125,6,2,1,1,1,3,1,30,1,-1.595969781,53.79694644
26K0659,2,1,20/06/2015,1200,6,2,1,1,1,3,1,12,1,-1.559336597,53.82593868
26L1283,2,1,21/06/2015,1843,6,1,1,1,1,2,1,45,1,-1.519864621,53.80626531
26M0246,2,1,22/06/2015,800,6,1,1,1,1,2,2,33,1,-1.514584998,53.81900707
26N1347,2,1,23/06/2015,1900,3,1,1,1,1,3,2,26,1,-1.683759242,53.80570352
26N1521,2,1,23/06/2015,2040,6,1,1,1,1,2,1,11,1,-1.531990631,53.74955351
26N1743,2,1,23/06/2015,2258,3,1,1,1,1,3,1,51,1,-1.641600106,53.89017048
26O0318,2,1,24/06/2015,854,6,1,1,1,1,3,2,24,1,-1.611478906,53.78448632
26O0552,2,1,24/06/2015,1510,6,1,1,1,1,3,1,27,1,-1.547400608,53.8015008
26O0987,2,1,24/06/2015,1550,6,1,1,1,1,3,1,25,1,-1.58532325,53.80970008
26O1434,1,1,24/06/2015,1924,6,1,1,1,1,3,1,24,1,-1.545708061,53.80216851
26P0028,2,1,25/06/2015,13,6,1,4,1,1,3,1,38,1,-1.640369479,53.81720283
26P0420,2,1,25/06/2015,2100,6,1,1,1,1,3,1,25,1,-1.576272232,53.81573537
26Q0554,3,1,26/06/2015,1145,4,1,1,1,1,2,1,48,1,-1.689835814,53.91233388
26Q1013,2,1,26/06/2015,1605,3,1,1,1,1,3,1,16,1,-1.561459678,53.81465753
26Q1064,2,1,26/06/2015,1630,3,1,1,1,1,3,1,22,1,-1.574060147,53.81819924
26R0657,2,1,27/06/2015,1115,3,1,1,1,1,3,1,64,1,-1.537250128,53.90427537
26U1636,2,1,30/06/2015,1940,3,1,1,1,1,3,1,47,1,-1.564663981,53.84254993
2711200,2,1,01/07/2015,1640,6,1,1,1,1,3,1,13,1,-1.469078691,53.8104645
2720302,2,1,02/07/2015,1630,6,1,1,1,1,3,2,6,1,-1.479422803,53.75508926
2721134,2,1,02/07/2015,1635,3,1,1,1,1,3,1,48,1,-1.578751434,53.73198432
2721347,2,1,02/07/2015,645,4,1,1,1,1,3,2,48,1,-1.3606541,53.76405136
2730939,2,1,03/07/2015,1435,3,1,1,1,1,3,2,39,1,-1.507462386,53.82537752
2731172,2,1,02/07/2015,1705,6,1,7,1,1,3,1,26,1,-1.546686872,53.79446946
2731213,2,1,03/07/2015,1641,6,1,1,1,1,2,1,45,1,-1.504786144,53.7430537
2740793,2,1,03/07/2015,1530,3,1,1,1,1,3,2,46,1,-1.60708275,53.74978706
2761336,2,1,02/07/2015,800,6,1,1,1,1,3,1,59,1,-1.514584998,53.81900707
2770273,2,1,07/07/2015,745,6,1,1,1,1,3,2,25,1,-1.505248301,53.82762441
2790214,2,1,09/07/2015,720,6,1,1,1,1,3,2,43,1,-1.538921714,53.79657004
2790508,2,1,09/07/2015,1115,3,1,1,1,1,2,2,22,1,-1.564182966,53.81567411
2791139,2,1,09/07/2015,1711,6,1,1,1,1,3,1,25,1,-1.573927576,53.81629331
2791886,2,1,09/07/2015,1640,3,1,1,9,1,3,1,37,1,-1.729042252,53.8854292
27A0356,2,1,10/07/2015,857,6,1,1,1,1,3,1,19,1,-1.516797717,53.80490479
27D0963,2,1,13/07/2015,1515,6,2,1,2,1,3,1,22,1,-1.588676834,53.80840835
27E1210,2,1,14/07/2015,1810,6,1,1,1,1,2,1,13,1,-1.511282076,53.85354352
27E1351,2,1,14/07/2015,1920,6,1,1,1,1,3,1,60,1,-1.566273237,53.8618439
27F0849,2,1,13/07/2015,846,6,1,1,1,1,3,1,25,1,-1.634010335,53.80616434
27G0965,2,1,15/07/2015,1720,6,1,1,1,3,2,1,23,1,-1.592686639,53.81459679
27G1202,2,1,29/07/2015,715,4,1,1,1,1,2,1,47,1,-1.662170142,53.80716367
27G1419,2,1,16/07/2015,1823,6,1,1,1,1,3,1,42,1,-1.589539317,53.80872589
27G1994,2,1,16/07/2015,1630,6,1,1,1,1,3,1,10,1,-1.590050694,53.7469078
27I0646,2,1,18/07/2015,1132,6,1,1,1,1,3,1,36,1,-1.581983382,53.86303209
27K0401,2,1,20/07/2015,909,6,1,1,1,1,3,1,43,1,-1.510565513,53.80807928
27K0625,2,1,20/07/2015,745,3,1,1,1,1,3,1,42,1,-1.622054709,53.75603695
27K0724,2,1,20/07/2015,1345,3,1,1,1,1,3,1,42,1,-1.594162513,53.83791661
27K0878,2,1,20/07/2015,1415,3,1,1,1,1,2,1,58,1,-1.535632247,53.84561391
27N0621,2,1,23/07/2015,1215,6,1,1,1,1,3,2,57,1,-1.343811073,53.84508719
27O1290,2,1,24/07/2015,1737,3,1,1,1,1,3,1,40,1,-1.576998147,53.82057347
27R0471,2,1,27/07/2015,900,3,1,1,1,1,3,1,35,1,-1.597121736,53.81140304
27S1173,2,1,28/07/2015,1727,6,1,1,1,1,2,1,46,1,-1.703464543,53.91178407
27S1361,2,2,28/07/2015,1932,6,1,1,1,1,3,1,42,1,-1.532091428,53.82100902
27T0613,2,1,29/07/2015,730,6,1,1,1,1,3,1,30,1,-1.634668576,53.83351676
27T1138,2,1,29/07/2015,1708,6,1,1,1,1,3,1,32,1,-1.536575968,53.77247299
27T1261,2,1,29/07/2015,1800,6,1,1,1,1,3,1,38,1,-1.59159342,53.85363681
27T1623,2,1,04/07/2015,1930,6,1,1,1,1,3,1,8,1,-1.405958989,53.72907762
27U0211,2,1,30/07/2015,634,3,1,1,1,1,3,1,34,1,-1.674439632,53.7522358
27U0988,2,1,30/07/2015,830,6,1,1,1,1,2,1,42,1,-1.54725433,53.79534344
27U1601,2,1,30/07/2015,2059,3,1,1,1,1,2,1,31,1,-1.476250837,53.77843556
27V1231,2,1,31/07/2015,1750,6,1,1,1,1,3,1,6,1,-1.475063699,53.82979713
2811362,2,1,01/08/2015,1845,6,1,1,1,1,3,2,11,1,-1.568211077,53.8050109
2811596,2,1,01/08/2015,2100,6,1,1,1,1,3,1,25,1,-1.534460213,53.90468703
2841122,2,1,04/08/2015,1726,6,1,1,1,1,3,1,42,1,-1.532881417,53.80459996
2851496,2,1,05/08/2015,1915,6,1,1,1,1,3,1,42,1,-1.563088591,53.8566553
2851885,2,1,05/08/2015,2255,6,1,4,1,1,3,1,19,1,-1.565866254,53.81004472
2871233,2,1,07/08/2015,1720,6,1,1,1,1,2,1,31,1,-1.54263474,53.80972475
2880547,2,1,08/08/2015,904,6,1,1,1,1,3,1,42,1,-1.438514847,53.83952755
2880909,2,1,08/08/2015,2025,3,1,1,1,1,3,1,39,1,-1.580021244,53.82358608
28A1122,2,1,10/08/2015,1632,6,1,1,1,1,3,2,32,1,-1.579389625,53.82294572
28A1253,2,1,10/08/2015,1827,6,1,1,1,1,3,1,11,1,-1.530248846,53.77384154
28B0271,2,1,11/08/2015,749,3,1,1,1,1,3,1,27,1,-1.589539317,53.80872589
28B1090,2,1,11/08/2015,1629,3,1,1,1,1,3,1,23,1,-1.412704182,53.90729928
28C0619,2,1,12/08/2015,1227,3,1,1,1,1,2,2,32,1,-1.593372068,53.8379409
28C1081,2,1,12/08/2015,1600,4,1,1,1,1,3,1,6,1,-1.366099249,53.76612058
28F0609,2,1,15/08/2015,2130,3,2,1,1,1,3,2,36,1,-1.605570554,53.78010784
28H0677,2,1,17/08/2015,1238,6,1,1,1,1,2,1,31,1,-1.441279738,53.88983721
28H1072,2,1,17/08/2015,1600,6,1,1,1,1,3,1,48,1,-1.542342517,53.81145833
28I1156,2,2,18/08/2015,1835,3,2,1,1,1,1,1,41,1,-1.608794487,53.7646859
28J0744,2,1,19/08/2015,1343,6,2,1,1,1,3,1,7,1,-1.525612276,53.7624983
28K1148,2,1,20/08/2015,1712,6,1,1,1,1,3,1,23,1,-1.535430774,53.80611985
28K1218,2,1,20/08/2015,1740,3,1,1,1,1,2,1,57,1,-1.53319495,53.80234519
28N0725,2,2,23/08/2015,1129,6,1,1,1,1,3,2,33,1,-1.605598818,53.81595216
28N0725,2,2,23/08/2015,1129,6,1,1,1,2,3,2,33,1,-1.605598818,53.81595216
