"","X","lng","lat","order","piece","id","group","Quantity","Year","From","To"
"625",625,14.1087136342011,47.1199818811635,9,1,29,29.1,862,2013,"Czech Republic","Italy"
"626",626,14.0035402813684,46.7907650160542,10,1,29,29.1,862,2013,"Czech Republic","Italy"
"627",627,13.8996459530748,46.4614529818034,11,1,29,29.1,862,2013,"Czech Republic","Italy"
"628",628,13.7970010727255,46.132048005685,12,1,29,29.1,862,2013,"Czech Republic","Italy"
"629",629,13.6955769095815,45.8025522501944,13,1,29,29.1,862,2013,"Czech Republic","Italy"
"630",630,13.5953455485284,45.47296781541,14,1,29,29.1,862,2013,"Czech Republic","Italy"
"631",631,13.4962798611071,45.1432967412545,15,1,29,29.1,862,2013,"Czech Republic","Italy"
"632",632,13.3983534777452,44.8135410096598,16,1,29,29.1,862,2013,"Czech Republic","Italy"
"633",633,13.3015407611324,44.4837025466407,17,1,29,29.1,862,2013,"Czech Republic","Italy"
"634",634,13.2058167806862,44.1537832242812,18,1,29,29.1,862,2013,"Czech Republic","Italy"
"635",635,13.111157288056,43.823784862639,19,1,29,29.1,862,2013,"Czech Republic","Italy"
"636",636,13.0175386936184,43.4937092315702,20,1,29,29.1,862,2013,"Czech Republic","Italy"
"637",637,12.9249380439163,43.1635580524797,21,1,29,29.1,862,2013,"Czech Republic","Italy"
"638",638,12.833333,42.833333,22,1,29,29.1,862,2013,"Czech Republic","Italy"
"639",639,15,49.75,1,1,30,30.1,2,2013,"Czech Republic","Latvia"
"640",640,15.4041749535011,50.1124652405086,2,1,30,30.1,2,2013,"Czech Republic","Latvia"
"641",641,15.8145031322311,50.4735061854538,3,1,30,30.1,2,2013,"Czech Republic","Latvia"
"642",642,16.2311339774156,50.8330823941408,4,1,30,30.1,2,2013,"Czech Republic","Latvia"
"643",643,16.6542204418662,51.1911521083526,5,1,30,30.1,2,2013,"Czech Republic","Latvia"
"644",644,17.0839190283808,51.5476722066898,6,1,30,30.1,2,2013,"Czech Republic","Latvia"
"645",645,17.5203898226076,51.9025981576152,7,1,30,30.1,2,2013,"Czech Republic","Latvia"
"646",646,17.963796519598,52.2558839712149,8,1,30,30.1,2,2013,"Czech Republic","Latvia"
